0,Review,Liked
"कहानी: फिल्म में पहली कहानी ब्लैक ऐंड वाइट में है, जिसमें डेविड (नील नितिन मुकेश) एक गैंगस्टर, गनी भाई का सबसे नजदीक और विश्वास वाला आदमी है

","Story: The first story in the film is in black and white, in which David (Neil Nitin Mukesh) is a gangster, the closest and trusted man of Gani Bhai

",1
"कहानी: यह कहानी है एक बॉक्सिंग आदि तोमर (आर माधवन) की, जिस पर बॉक्सिंग के खेल के दौरान अपने चीफ देव खत्री (जाकिर हुसैन) की वजह से कई सारे आरोप लगाए गए हैं और उन आरोपों को गलत साबित करने के लिए आदि को एक ऐसे खिलाड़ी की तलाश है जो बॉक्सिंग प्रतियोगिता में अपना गजब प्रदर्शन करके कोच का नाम सर्वोच्च कर सके

","Story: This story has proven imposed a boxing etc. Tomar (R. Madhavan) of which several charges because of their chief god Khatri (Zakir Hussain) during the boxing game and false accusations, etc. is looking for a player that could top name coach by performing their amazing boxing competition

",1
"कहानी: शान्या शेखर (बिपाशा बसु) एक कामयाब फिल्म ऐक्ट्रेस है

","Story: Shanya Shekhar (Bipasha Basu) is an actress blockbuster

",1
"कहानी: सावित्री (पद्मिनी कोल्हापुरे) का सपना अपने बेटे विश्वास राव (शाहिद कपूर) को एक ऐसा ईमानदार, साहसी पुलिस इंस्पेक्टर बनाना है, जिसकी हर कोई तारीफ करे

","Story: Savitri (Padmini Kolhapure) dreamed of his son believe Rao (Shahid Kapoor) Let's make an honest, courageous police inspector, whose praises everyone

",1
"किस तरह से टोनी फिर शक्तिशाली होता है

","How does Tony and powerful

",1
" इन दोनों के इस अफेयर को करिश्मा के पापा (मनोज देसाई) और निखिल के पापा (शरत सक्सेना) से ग्रीन सिग्नल मिल चुका है

"," Both this affair has received green signal from the charisma of Papa (Manoj Desai) and Nikhil's father (Sharat Saxena)

",1
"किसी भी फिल्म में लार्जर देन लाइफ वाला एक ही किरदार होता है लेकिन इस फिल्म में पूरे छह किरदार हैं जो अकेले ही किसी भी कहानी को खींचने का माद्दा रखते हैं

","In any movie is the same character is larger than life, but in this film are the six characters who are only capable of drawing any story alone

",1
"कुंदन अपने मकसद में कामयाब भी हो जाता है

","Kundan is succeeded in its purpose

",1
"कुंदन हार नहीं मानता और अपने प्रयास जारी रखता है

","Kundan does not agree and continue our efforts to defeat

",1
"कुछ अर्से बाद अमोल उस वक्त खबरों में आए, जब उन्होंने अपने बेटे पार्थो को लीड किरदार में लेकर 'स्टेनली का डिब्बा' टाइटल से फिल्म बनाई और सीमित बजट में बनी उनकी इस फिल्म को क्रिटिक्स और दर्शकों की एक खास क्लास की खूब तारीफें मिली

","Some time after Amol came reports that when he made the film 'Stanley box title of the lead role of his son Partho and remained limited budget for his film critics and received compliment among a certain class of audience

",1
"कुछ ऐसे सीन हैं जो फिल्मों के बारे में ज्यादा जानकारी रखते हैं उन्हें ज्यादा मजेदार लगेंगे

","Some are more details about such scenes films who take them more fun

",1
"कुछ दृश्य काबिले जिक्र हैं

","Some visual matter of referring

",1
"कुछ बोझिल क्षणों के बावजूद गॉडजिला दर्शकों का मनोरंजन करने में सफल है

","Despite some heavy moments Godjila managed to entertain the audience

",1
"कुछ वक्त पहले एकता कपूर के बैनर तले रागिनी एमएमएस बनाकर दर्शकों की एक खास क्लास को डरा चुके यंग डायरेक्टर पवन कृपलानी ने एक अलग तरह की कहानी पर फिल्म बनाई है

","Some time ago Ekta Kapoor's banner have scared a special class by under Ragini MMS audience Young director Pawan Kripalani the film on the story of a different kind of

",1
"कुल मिलाकर ‘इशकजादे’ का पैकेजिंग अच्छा है, लेकिन माल-पुराना है

","Overall good packaging of 'Ishaqzaade', but freight-old

",1
"कुल मिलाकर ‘एबीसीडी - एनी बडी केन डांस’ सिर्फ डांस डिपार्टमेंट में ही प्रभावित करती है

","Overall 'ABCD - Anybody Cane Dance ""is just the dance department

",1
" इन दोनों के बीच की केमिस्ट्री बेहतरीन है

"," Between these two chemistry property

",1
"कुल मिलाकर आयरन मैन में अपने प्रशंसकों को खुश करने वाली सारी खूबियां मौजूद हैं

","Overall Iron Man have all the qualities that please their fans

",1
"केके मेनन और अतुल कुलकर्णी का काम भी बढ़िया है

","Kay Kay Menon and Atul Kulkarni's work is too great

",1
"क्यों देंखे : पूरी फिल्म में अमिताभ बच्चन, रणवीर सिंह, रितिक रौशन, अक्षय कुमार, अजय देवगन, प्रभु देवा पर फिल्माया गाना बिरजू ऐसा सुखद क्षण है, जिसे आप इंजॉय करते हैं

","Why, see: The entire film is Amitabh Bachchan, Ranbir Singh, Hrithik Roshan, Akshay Kumar, Ajay Devgan, Lord shot Deva song birju that happy moment, you do Injoy

",1
"क्यों देखें : अगर अच्छी, साफ -सुथरी फिल्मों के शौकीन हैं, तो 'बर्फी' आपके लिए है

","See why: If you are fond of good, clean -suthri films, the 'Barfi' is for you

",1
"क्यों देखें : अगर आप कुछ नया देखना नहीं चाहते हैं और सिर्फ मल्लिका की बोल्ड दिलकश सेक्सी अदाएं देखकर खुश हो सकते हैं तो फिल्म आपके लिए ही है

","See why: If you can be happy to see you do not want to see something new and just Mallika bold savory sexy gimmick movie is for you

",1
"क्यों देखें : अगर आप बॉलिवुड मसाला फिल्मों की भीड़ से दूर हटकर कोई अच्छी और लीक से हटकर बनी फिल्म देखना चाहते हैं, तो किस्सा आपको अपसेट नहीं करेगी, यकीनन एंटरटेनमेंट और फैमिली के साथ टाइमपास के लिए मूवी जाने वालों को फिल्म निराश कर सकती है

","See why: If you want to see a film out of a good break away from the crowds of Bollywood masala films and leaks, so the case you will not be upset, could arguably movie disappointed goers Movie Timepass with entertainment and family

",1
"क्यों देखें : अगर दूसरा कोई विकल्प न हो और इस तपती गर्मी में दो-ढाई घंटे एसी में गुजारने हों, तो इस खटारा कार की सवारी की जा सकती है

","See why: if one is not an option and that spending in this sweltering AC two and a half hours in the heat, so the heap can be car ride

",1
"क्यों देखें : एक ऐसी लव स्टोरी जो शुरू से आखिर तक आपको बांधे रखती है

","See why: A Love Story, which keeps you hooked from start to finish

",1
"क्यों देखें : कैपटाउन, साउथ अफ्रीका की बेहतरीन लोकेशन और गजब फोटोग्राफी फिल्म का प्लस पॉइंट है

","See why: Cape Town, South Africa, the best location and amazing photography film plus

",1
"क्यों देखें : बिपाशा की गजब ऐक्टिंग और बेहतरीन थ्री डी तकनीक में फिल्माए कुछ सीन जो आपको डराने का दम रखते हैं

","Why Watch: Bipasha amazing acting and shot the best three-D technology some scenes which have the potential to scare you

",1
" इन दोनों के साथ नजर आईं तनिष्ठा, प्रियंका बोस और दिव्या जगदाले ने इन दो टॉप हिरोइनों की मौजूदगी के बीच अपनी दमदार एंट्री दर्ज कराई है

"," Appeared with two tannishtha, Priyanka Bose and Divya Jagdale has lodged its strong entry between the presence of these two top heroines

",1
"क्यों देखें : बेहतरीन लोकेशंस, कार से लेकर आसमान में उड़ते जहाज में फिल्माया बेहतरीन एक्शन और हर किरदार का स्टाइलिश लुक

","See why: the best locations, filmed flying plane in the sky over the car class action and stylish look of each character

",1
"क्यों देखें : रोमांटिक लवर बॉय शाहिद कपूर को स्क्रीन पर गजब ऐक्शन सीन, सोनू सूद का 'दबंग' के बाद जबर्दस्त ऐक्शन और स्टाइल और बेहतरीन लोकेशन इस फिल्म का प्लस पॉइंट है

","See why: romantic lover boy Shahid Kapoor amazing action on the screen scene, after Sonu Sood in Dabangg tremendous action and styling and superior location of the film's plus points

",1
"क्यों देखें: अगर आप यह सोच बैठे हैं कि बॉलिवुड में अच्छी फिल्में बननी बंद हो गई हैं, तो इस फिल्म को आप जरूर देखिए

","See why: if you went to be sitting wondering off good films be made in Bollywood, so this film you must see

",1
"क्यों देखें: अगर चांदनी चौंक की गली परांठे वाली नहीं देखी तो, इसका नजारा इस फिल्म में जरूर देखने को मिलेगा

","See why: If you have not seen the street from Bob's shocked moonlight, the view will look definitely in the film

",1
"क्यों देखें: अगर फैमिली के साथ सौ फीसदी साफ-सुथरी हल्की-फुल्की कॉमिडी फिल्म देखने की प्लैनिंग है, तो एक बार देखी जा सकती है

","See why: If planning to see one hundred percent clean light-hearted comedy movie with the family, it can be a time

",1
"क्यों देखें: अगर लीक से हटकर बनी अच्छी साफ-सुथरी फिल्में पसंद हैं तो यह फिल्म आपके लिए है

","See why: if offbeat love good clean movies this film is for you

",1
"क्यों देखें: टीया की बेहतरीन ऐक्टिंग और लाजवाब फटॉग्रफी

","See why: Tia's finest acting and great Ftogrfi

",1
"क्यों देखें: बरसों बाद सिल्वर स्क्रीन पर बेहतरीन मुजरा और कंगना का शानदार अभिनय इस फिल्म में देखने लायक है

","See why: Years later, superb acting of an allowance and Kangana on the silver screen's worth seeing the film

",1
"क्यों देखें: साफ-सुथरी सिंपल  बॉक्स ऑफिस पर बिकाऊ सी-क्लास मसालों से दूर एक ऐसी फिल्म, जिसे आप बेहिचक फैमिली के साथ देख सकते हैं

","See why: clean a film from the C-Class spices for sale at a simple box office, you can not hesitate with family

",1
"क्यों देखें: हाइवे पर एक ऐसा खूबसूरत सुहाना सफर जो लंबे अर्से तक याद रहेगा

","See why: Travel a beautiful pleasant on the highway, which will last a long time

",1
" इन दोनों गानों को झा ने जिस भी सिचुएशन पर फिट किया, वहीं फिट हुए

"," These two songs were Jha which also fit the situation, the fit

",1
"खबर की तह तक पहुंचकर सच को दर्शकों के सामने लाना यास्मीन का एकमात्र मकसद है

","The news of the bottom came true in front of the audience to bring the sole purpose of Yasmin

",1
"खूबसूरत बंगले, शानदार विदेशी लोकेशंस, चमचमाती महंगी कारों के साथ स्टाइलिश लुक लिए कलाकार और फिल्म के हर सीन पर खर्च किया मोटा बजट इस  रेस की चंद खासियतें हैं

","Beautiful bungalows, great exotic locations, spent every scene of artists and film stylish look with gleaming expensive cars rough budget a few features of this race

",1
"खूबसूरत बात है कि इस हॉरर फिल्म 'फोबिया' में विकृत चेहरे और अकल्पनीय दृश्य नहीं है

","The beautiful thing is that this horror film is not distorted faces and unimaginable scene in 'Phobia'

",1
"ग्वेन और पीटर की लव स्टोरी वाला ट्रेक आने के बाद फिल्म में उठाव आता है और जब पीटर स्पाइडरमैन की ड्रेस में आता है तो फिल्म का स्तर और उठ जाता है

","The Gwen comes bevel film after the trek coming Peter's Love Story and rises movie levels and comes in dress Peter Spiderman

",1
"चाइनीज थिएटर में विस्फोट वाला दृश्य, टोनी के घर पर तथा अमेरिकी हवाई जहाज पर मैनडेरिन के हमले वाले दृश्य फिल्म की जान है

","View explosion in Chinese theater, is Tony's home and life scenes film that attacks Manderin on US plane

",1
"चालीस चौरासी अच्छी फिल्म है

","Forty-eighty-four is a good movie

",1
"चालीस चौरासी की अपराधी टोली दिलों में उतर जाती है

","The plunge in criminal gang hearts of forty eighty-four

",1
"छोटी-छोटी फिल्में कई बार बड़ा धमाका कर जाती हैं

","Short films are big bang times

",1
"जेसिका चेस्टेन, टॉम हिडलस्टोन, मिआ वासिकोस्का ने अपने किरदारों को ठीक से करने का अच्छा प्रयास किया है

","Jessica Chesten, Tom Hidlston, Mia Wasikoska's best effort to the right of your characters

",1
"डायरेक्शन : अनूप सिंह ने कहानी और किरदारों के साथ पूरा न्याय किया है, हर किरदार को उन्होंने जानदार बनाया है, बेशक फिल्म की गति इंटरवल से पहले बेहद धीमी है, लेकिन यह कहानी की डिमांड लगती है

","Direction: Anup Singh has done full justice to the story and characters, each character has made his living, of course, is extremely slow first speed interval of the film, but it does demand story

",1
" इन दोनों ने एक-दूसरे को कभी नहीं देखा, लेकिन एक-दूसरे से प्यार करते हैं

"," These two are never seen each other, but love each other

",1
"डायरेक्शन : अमोल गुप्ते का निर्देशन अद्वितीय है

","Direction: directing Amol Gupte is unique

",1
"डायरेक्शन : आनंद एल राय की स्क्रिप्ट पर अच्छी पकड़ है

","Direction: good hold on the script of a few L Rai

",1
"डायरेक्शन : डायरेक्टर बेदब्रत की जितनी तारीफ की जाए कम है, जिन्होंने आजादी के लिए बच्चों और युवकों के संघर्ष को पूरी रिसर्च के बाद पर्दे पर उतारा

","Direction: Director Bedbrt is as low as to be praised, who landed on the screen after the entire research conflicts of children and youth for freedom

",1
"डायरेक्शन : दिलीप घोष ने विद्युत और जयदीप से अच्छा काम लिया है

","Direction: Dilip Ghosh has good power and Jaideep

",1
"डायरेक्शन : निखिल की तारीफ करनी होगी कि उन्होंने बॉक्स ऑफिस को स्क्रिप्ट पर हावी नहीं होने दिया

","Direction: Nikhil must appreciate that he box office has not let the script

",1
"डायरेक्शन : निर्देशक कृष्णा और राज नादिमोरू की जोड़ी की सबसे बड़ी खासियत कमजोर स्क्रिप्ट के बावजूद दर्शकों को बांधकर रखती है

","Direction: Director biggest USP pair of Krishna and Raj Nadimoru holds shackled audience despite the weak script

",1
"डायरेक्शन : प्रभुदेवा ने एक बार फिर साबित किया कि ऐक्शन और मसाला फिल्में बनाने में उन्हें महारत हासिल है

","Direction: Prabhu Deva is an expert at making has proved once again that action and masala movies

",1
"डायरेक्शन : मृगदीप लांबा ने स्क्रिप्ट और किरदार के साथ पूरा न्याय किया है

","Direction: Mrigdeep Lamba has done full justice to the script and character

",1
"डायरेक्शन : विक्रम इंटरवल तक दर्शकों को कहानी और किरदारों के साथ बांधकर रखने में पूरी तरह से कामयाब रहे

","Direction: fully managed by the story Vikram interval the audience and engage with the characters

",1
"डायरेक्शन: अनुराग बासु ने अपनी स्क्रिप्ट को बढ़िया हैंडल किया है

","Direction: Anurag Basu has great handling your script

",1
"  लेकिन वह हैकिंग में उस्ताद है और इसीलिए एसीपी सिद्दार्थ उसकी मदद लेता है ताकि हैकर्स की दुनिया के इस  रहस्य पर से पर्दा उठाया जा सके

","  But he is a master at hacking and why the ACP Siddartha takes to help him to be unveiled this mystery hackers of the world

",1
" इन दोनों ही फिल्मों की खासियत यही है कि इनमें डायरेक्टर ने सब्जेक्ट पर फोक्स किया है

"," Both of these same features films that were directed by the focus on the subject

",1
"डायरेक्शन: अभिषेक चौबे ने इस फिल्म को यकीनन अपनी पिछली फिल्म इश्किया के मुकाबले कहीं ज्यादा दमदार बनाया है

","Direction: Abhishek Chaubey this film arguably made far more powerful than his previous film Ishqiya

",1
"डायरेक्शन: अभिषेक ने फिल्म के हर सीन और किरदारों को रचने में जबर्दस्त मेहनत की है

","Direction: Abhishek is tremendous effort in creating each scene and characters of the film

",1
"डायरेक्शन: अशीम ने सी क्लास फिल्म बनाने वाली उस दुनिया को पूरी ईमानदारी के साथ पर्दे पर उतारा है, जो अब तक अंधेरे में पूरी तरह गुम थी

","Direction: Achim is lowered on the screen with the C-class film makers the world to be honest, that was completely missing so far in the dark

",1
"डायरेक्शन: आदित्य चोपड़ा के साथ हैट्रिक मना रहे मनीष शर्मा ने बैंड बाजा बारात, लेडीज वर्सेज रिकी बहल के बाद इस बार शुद्ध देसी रोमांस में यंगस्टर्स की बदलती सोच और उनके बोल्ड नजरिए को मजेदार ढंग से पेश किया है

","Direction: Aditya are celebrating a hat-trick with Chopra Manish Sharma band procession, Ladies Vs Ricky Bahl after this time is introduced imagine changing the youngsters in pure desi romance and their bold approach to the fun way

",1
"डायरेक्शन: इंडस्ट्री में अपनी पहचान बना चुके इन यंग डायरेक्टर्स की इन फिल्मों में ताजगी और सब्जेक्ट में नयापन है

","Direction: Having made its mark in the industry newness freshness and subject in these films of young directors

",1
"डायरेक्शन: इस बोल्ड डबल मीनिंग डायलॉग से मालामाल फिल्म को देखने के बाद यकीन नहीं आता कभी इसी फिल्म के डायरेक्टर ने दिल, बेटा और इश्क जैसी बेहतरीन फिल्में भी बनाई

","Direction: The Bold is not sure after seeing the rich film double meaning dialogues but also made great movies like the film director's heart, son and love

",1
"डायरेक्शन: डायरेक्शन की शुरुआत करने वाले कपिल शर्मा ने डेब्यू फिल्म में साधारण कहानी को अच्छे से पर्दे पर दिखाया है

","Direction: Starting the direction Kapil Sharma is shown on the screen with good simple story Debut Film

",1
"डायरेक्शन: तारीफ करनी होगी कि यंग डायरेक्टर संजय अमर स्टार्ट टू लास्ट स्क्रिप्ट से नहीं भटके

","Direction: Praise be to the young director, he did not stray from Amar start to last script

",1
"डायरेक्शन: तिग्मांशु की फिल्म पर पहले से आखिरी सीन तक पकड़ है

","Direction: on Tigmanshu film hold until the last scene

",1
"डायरेक्शन: यंग डायरेक्टर की स्क्रिप्ट और फिल्म के हर किरदार पर अच्छी पकड़ नजर आती है

","Direction: Young director's script and the film does a good grasp at every character

",1
" इन फिल्मों में ऐसी टीमें थीं, जो सुविधा विहीन थी, लेकिन जीत का जज्बा खिलाड़ियों में पैदा किया गया और इसी जज्बे के कारण वे विजेता बनीं

"," There were teams in these films, which feature was lacking, but was born in the spirit of the players win and he became champion in the same vein

",1
"डायरेक्शन: यंग डायरेक्टर विनिल मैथ्यू सिंपल और छोटी सी कहानी को ढाई घंटे तक खींचने में काफी हद तक कामयाब रहे

","Direction: The young director Vinil Mathew simple and short story managed to largely pull up to two and a half hours

",1
"डायरेक्शन: यंग डायरेक्टर सतीश त्रिपाठी की तारीफ करनी होगी कि उन्होंने ऐसे सब्जेक्ट पर बॉक्स ऑफिस की परवाह किए बिना साफ-सुथरी फिल्म बनाई जिससे टॉप बैनर और डायरेक्टर कटते हैं

","Direction: Young director Satish Tripathi must appreciate that he made a clean film regardless of the box office on a subject that top banner and director cut

",1
"डायरेक्शन: विजय कृष्ण आचार्य का डायरेक्शन ऐक्शन, रोमांच के साथ दर्शकों को कहानी के साथ पूरी तरह से बांधने में कामयाब हैं

","Direction: Vijay Krishna Acharya's direction action, are managed entirely by tying together the story the audience with thrills

",1
"डायरेक्शन: साई कबीर ने फिल्म की रफ्तार कहीं कम नहीं होने दी

","Direction: Sai Kabir did not slow down movie ever

",1
"डायरेक्शनः रामू ने स्क्रिप्ट और कई सीन्स पर जबरदस्त मेहनत की है

","Direction Ramu's tremendous work on the script and several scenes

",1
"डिपार्टमेंट की कहानी में एकमात्र अनोखी बात ये है कि पुलिस विभाग के अंदर भी एक डिपार्टमेंट बनाया जाता है ताकि अंडरवर्ल्ड पर शिकंजा कसा जा सके

","The only unique thing in the Department of the story is that inside the police department has also created a department to be clamped down on underworld

",1
"थ्रीडी इफेक्ट इस फिल्म में जान डाल देता है

","Threedi effects puts life into this film

",1
"द एवेंजर्स में भी सुपरहीरो हमेशा की तरह एक बार फिर जीत गए, लेकिन इस बार लोगों के दिल जीतने के साथ ही बॉक्स ऑफिस कलेक्शन में भी सुपरहीरोज से भरी इस फिल्म ने बाजी मार ली है

","Once again won like any superhero always in The Avengers, but with the win this time people in the box office collections full of superheroes, the film has scored stake

",1
"दरअसल अमिताभ वाली अग्निपथ को बाद में टीवी पर देख दर्शकों ने काफी सराहा

","Indeed Amitabh Agneepath was appreciated by the audience after watching on TV

",1
"दर्शकों में मधुर भंडारकर एक ऐसा नाम बन चुका है जो सिल्वर स्क्रीन पर सचाई को पेश करने का दम रखता है

","Madhur Bhandarkar in the audience has become a name that has the potential to present the truth to the Silver Screen

",1
" इन सब मुश्किलों के बावजूद मधु माई का साथ छोड़ने को तैयार नहीं होती

"," Despite all these difficulties, honey is not ready to leave with the Mai

",1
"दुनिया की सबसे युवा प्रतिभागी मलाला युसुफजई, जिसे नोबल प्राइज प्राप्त हुआ

","The world's youngest participant Malala Yousafzai, who received the Nobel Prize

",1
"दुनिया पर मंडराता खतरा, सुपर विलेन से जोरदार लड़ाई और बुराई पर अच्छाई की जीत, यही तो होता है हर सुपरहीरोज वाली फिल्म में

","The danger to the world, good triumphs over bruising battle and evil super villain, this is what happens in the film every superheroes

",1
"दृश्यों को चुराना क्या होता है वो नवाजुद्दीन के अभिनय से महसूस होता है

","Views What happens to steal it feels starring Nawazuddin

",1
"दृश्यों को ज्यादा लंबा खींचा नहीं गया है और फिल्म की एडिटिंग प्लस पाइंट है

","The scenery has not drawn much longer and film editing plus points

",1
"दो साल पहले दबंग ने कामयाबी और कमाई का नया इतिहास रचा

","Two years ago domineering were successful and created a new history of earnings

",1
"धनुष अपने अभिनय से प्रभावित करते हैं

","The bow impressed with his acting

",1
"न जाने क्यूं डायरेक्टर साई कबीर ने  रिवॉल्वर रानी को इटली से कुछ ज्यादा ही प्रभावित दिखाया है

","Do not why director Sai Kabir showed a greater impact from the Revolver Rani Italy

",1
"नाना के तीखे-चुटीले संवाद जरूर कुछ मौकों पर दर्शकों का दिल छू जाते हैं

","Sharp-Chutile communicate Nana are definitely touching on some occasions visitors

",1
"नाम ज़रूर गड़बड़ है और नाम से जिस तरह की फिल्म का अक्स मन में उभरता है, वैसी ये बिलकुल नहीं है, पर है जबरदस्त

","Name must have messed up and running in a reflection of the way the film from the mind, so it is not at all, but tremendous

",1
"निर्देशक ने रात के माहौल को अच्छी तरह दर्शाया है

","The director showed well the night environment

",1
" इन सभी के सपने बेशक एक-दूसरे से जुदा हैं, लेकिन सपने कभी इनकी दोस्ती पर हावी नहीं हो पाते

"," All these dreams are of course different from one another, but dreams reveal never dominate their friendship

",1
"निर्देशक शेन ब्लैक ने कुछ बदलाव आयरन मैन सीरिज में किए हैं और ये बदलाव फिल्म को ऊंचाइयों पर ले जाते हैं

","Director Shane Black lead to some changes Iron Man are in series and change film heights

",1
"निर्देशक शोनाली बोस ने अपनी फिल्म के जरिए एक ही वक्त में कई कहानियां कहने की कोशिश की है

","Director Shonali Bose tried to tell several stories at the same time through film

",1
"निर्देशक साजिद खान ने अपनी टारगेट ऑडियंस को खुश करने के लिए तमाम मसाले जुटाए हैं

","Director Sajid Khan raised many spices to please its target audience

",1
"निर्देशक हबीब फैजल ने इस घिसी-पिटी कहानी को नए तरीके से पेश किया है

","Director Habib Faisal has introduced the stereotypes story new ways

",1
"निर्देशक हृदय शेट्टी ने अब तक जितनी फिल्में बनाईं उनमें ये बेहतर है

","Director heart Shetty far as films are better than these

",1
"निर्देशन: इम्तियाज अली ने खुद को ऑल-राउंडर साबित किया है

","Director: Imtiaz Ali has proven itself to be an all-rounder

",1
"निर्देशन: ऐसा लगता है डायरेक्टर सब्बीर खान पहले से जानते थे उन्हें टाइगर और कृति से क्या कराया जा सकता है और उन्होंने वहीं सब कराया भी

","Direction: It seems director HuJI operatives Sabbir Khan may be what knew him Tiger and work before and he was also made all

",1
"निर्देशन: प्रकाश झा ने इस बार भी एक ऐसे सब्जेक्ट पर काम किया, जिसमें उन्हें अपनी प्रतिभा दिखाने का अच्छा मौका मिला

","Directed by: Prakash Jha again worked on a subject in which they have a good chance to show your talents

",1
"निर्देशन: फिरोज अब्बास खान ने इस फिल्म में दो धार्मिक संप्रदायों के बीच छोटी सी बात को लेकर हुए विवाद पर राजनीति की रोटियां सेकने वालों के सामने प्रशासन की लाचारी का गंभीर मुद्दा उठाया है

","Directed by: Feroz Abbas Khan has raised a serious issue of helplessness of the authorities in front of the loaves of political controversy over the small talk between the two religious sects in this movie Cook

",1
"निर्देशन: बतौर निर्देशक मार्क वेब की तारीफ करनी होगी कि उन्होंने स्पाइडरमैन के किरदार को पर्दे पर कुछ ऐसे अंदाज में पेश किया जहां स्पाइडरमैन की लव स्टोरी भी इस ऐक्शन मूवी का अहम हिस्सा बन गई

","Direction: As a director, Marc Webb must appreciate that he went to become an integral part of something present in such manner where Spiderman Love Story this action movie scenes to play Spiderman

",1
" इन सीन्स में अपनी बेमिसाल ऐक्टिंग के दम पर कंगना ने आज नंबर वन की दौड़ में चल रही दीपिका, कटरीना, करीना, प्रियंका को बहुत पीछे छोड़ दिया है

"," By dint of their outstanding acting in these scenes Kangana ongoing today the number one race Deepika, Katrina, Kareena, Priyanka left far behind

",1
"निर्देशन: यकीन नहीं होता संदीप वर्मा की यह पहली फिल्म है, क्योंकि उन्होंने कहानी, किरदारों को जिस तरह का ट्रीटमेंट दिया है उससे डायरेक्शन में उनकी अच्छी पकड़ साफ नजर आती है

","Direction: Unbelievable Sandeep Verma's first film, because he sees the story, the characters clearly were fluent in a given way of treatment Direction him

",1
"निर्देशन: राइटर और डायरेक्टर सौमिक सेन ने प्रभावित किया है

","Direction: Writer and director Soumik Sen is affected by

",1
"निर्देशन: हम दिल दे चुके सनम के बाद संजय लीला भंसाली ने उसी स्टाइल की फिल्म बनाई है, जिसमें उनको महारत हासिल है

","Direction: After we have given heart Sanam Sanjay Leela Bhansali has made films of the same style, which He has

",1
"नेहा धूपिया ने इस फिल्म में अपने जीवन का सर्वश्रेष्ठ अभिनय किया है

","Neha Dhupia has acted most of your life in this film

",1
"पीटर और ग्वेन (एम्मा स्टोन) की प्रेम कहानी को निर्देशक मार्क वेब ने शानदार तरीके से फिल्माया है और रियल लाइफ लवर्स की कैमिस्ट्री भी खूब जमी है

","Peter and Gwen (Emma Stone) Love director story Marc Webb has filmed in spectacular fashion and real life lovers of chemistry is well frozen

",1
"पीटर पार्कर की झुंझलाहट, शर्मीलेपन और ईमानदारी को एंड्रयू गारफील्ड ने बेहतरीन तरीके से अभिनीत किया है

","Peter Parker's annoyance, shyness and honesty is starring in the best manner by Andrew Garfield

",1
"पुरानी दिल्ली की तंग गलियों में से एक परांठे वाली गली किसी परिचय की मोहताज नहीं

","Lane one parathas in the narrow lanes of Old Delhi not dependent on any introduction

",1
"पुलकित सम्राट ने अपना काम पूरी गंभीरता से किया है और उनमें आत्मविश्वास नजर आता है

","Pulkit Samrat has done its job seriously and have mirrored confidence

",1
"पुलिस ऑफिसर के रूप में कुमुद मिश्रा प्रभावित करते हैं और उनका रोल फिल्म की अंतिम रीलों में कहानी में नया एंगल बनाता है

","Affect water lily Mishra as a police officer and makes them new angle to the story in the final reels roll film

",1
"पृथ्वी खुराना के रोल को जाएद खान को जीवंत बनाया है

","Earth rolls Khurana made alive by Zayed Khan

",1
" इनकी मैरिज लाइफ खुशहाल है

"," Their marriage life happy

",1
"पॉलिटिक्स, पैसा और पावर के संघर्ष को तिग्मांशु ने ऐसे अंदाज में पेश किया है जो दर्शकों की हर क्लास को बांध सकता है

","Politics, money and Tigmanshu conflicts of power could bind each class is presented in a way that audiences

",1
"प्रकाश झा को जब भी अपने पसंदीदा हीरो  अजय देवगन का साथ मिला, तब उन्होंने ऐसी फिल्में बनाईं जो दर्शकों की बड़ी क्लास और क्रिटिक्स की कसौटी पर भी खरी उतरीं

","Prakash Jha when mixed with your favorite hero Ajay Devgan, he also stood landed on a large class and critical test of such films which audiences

",1
"प्रभुदेवा ‘वांटेड’ के रूप में दक्षिण भारतीय फिल्म का सफल हिंदी संस्करण बना चुके हैं

","As Prabhu Deva 'Wanted' has made successful Hindi version of the South Indian film

",1
